F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-39.95,0,13.1398,4.6172,2120.55,5.309,5.478,-5195.04,1,11792.24,0.6555,-86420.07,1.73,-3653.19,2.0373,-0.568,15988.14,-10813.42,-6.8604,,True
-7.727,1,12.6764,4.7608,974.25,4.9838,4.0136,-5261.42,1,9490.06,6.327,-86220.66,0.73,-3450.24,2.3037,-1.3024,16437.18,-10418.42,-5.9184,,False
-15.83,1,15.192,4.3936,3017.35,5.818,3.7197,-7143.22,0,9826.86,7.836,-86336.61,1.73,-3656.91,1.9161,-1.5664,16048.04,-10893.62,-4.29963,,True
-38.78,1,15.514,5.3928,1984.55,7.22,3.7154,-6643.22,0,9630.886,10.785,-86083.074,1.73,-3603,5.754,-4.204,16292.44,-9429.86,-4.27329,,False
-8.007,0,18.306,5.7634,1886.35,4.4748,3.48285,-5231.72,0,9252.24,0.6477,-86158.68,1.73,-4936.95,3.4914,-1.3238,13591.98,-9568.2,-6.3315,,False
-24.52,1,13.2344,11.088,1563.21,4.5224,3.6468,-4091.02,1,9691.88,3.654,-86135.88,0.73,-2941.95,1.32282,-2.988,16275.16,-8784.82,-5.0376,,False
-3.85408,1,12.59,4.8398,1296.65,4.8213,4.0551,-5152.82,1,9183.44,4.407,-86298.57,0.73,-3723.66,1.33194,-1.3414,16709.58,-14399.82,-13.506,,False
-16.41,1,12.8776,5.8088,1631.38,4.7598,4.0426,-4509.82,1,9490.8,3.981,-85958.94,0.73,-3412.74,1.4475,-3.658,16227.84,-6237.82,-5.9931,,False
-8.024,0,12.21174,4.7236,1919.55,4.9307,4.945,-4432.62,1,9726.48,3.1653,-85935.51,0.73,-3547.35,2.9403,-5.4,16741.78,-9395.996,-4.7895,-11.75,True
-11.653,0,12.2932,8.566,1667,5.821,3.8478,-5502.82,0,9986.24,0.5805,-85939.44,0.73,-3716.58,10.734,-1.819,20273.98,-9580.22,-6.8631,,True
-4.3748,1,14.596,4.7624,1498.54,5.2522,3.8749,-5292.42,0,9531.92,3.942,-86201.91,1.73,-3621.72,6.333,-0.47634,15771.18,-9775.82,-7.296,-10.44,False
-7.086,1,12.26244,5.3032,1620.94,5.828,3.462292,-5998.02,1,9762.94,0.7629,-86652.87,0.73,-3589.14,6.771,-1.6942,18893.98,-9600.82,-4.659,,False
-7.053,0,13.2786,5.4804,1862.65,5.2583,3.7829,-5414.82,0,9564.32,0.40485,-86188.53,1.73,-3746.94,1.7049,-1.6818,21291.98,-9875.82,-5.0484,,True
-7.632,0,12.7882,5.3768,1485.95,5.29,4.829,-4982.7,1,8857.64,1.6983,-86100.507,0.73,-3499.956,3.3645,-0.9364,16770.18,-9398.9886,-7.257,-11.49,True
-27.72,1,13.1298,4.681,1412.25,5.464,4.653,-4046.22,0,10115.64,4.266,-86065.38,1.73,-3441.84,1.5954,-1.14,16658.18,-9998.42,-4.5042,,True
-9.354,1,12.18606,6.312,1479.71,5.606,4.538,-4848.02,1,9519.7,0.45744,-86311.23,0.73,-3406.14,3.5679,-1.031,26353.98,-9186.22,-7.812,-9.44,False
-7.201,0,15.262,6.69,1821.35,5.962,3.50589,-4837.42,0,9974.44,2.877,-86155.53,1.73,-3585.72,1.4382,-2.542,16819.58,-7679.22,-7.146,-12.52,True
-7.619,1,12.27938,5.0972,2068.45,5.71,3.6816,-4882.18,1,11780.24,0.9513,-85768.17,0.73,-3540.69,5.133,-0.5952,13827.98,-9409.998,-8.937,-11.91,True
-16.09,1,12.8072,4.31912,3827.35,7.385,4.622,-5210.02,1,9594.56,5.403,-86108.502,1.73,-3610.62,4.239,-1.6458,16552.98,-9575.96,-9.309,-9.84,False
-16.7,0,12.7126,5.5742,1689.45,4.9972,5.207,-5207.16,0,9756.06,9.189,-86326.29,0.73,-3746.22,10.899,-7.046,15954.38,-9686.02,-10.956,,False
-8.018,1,14.308,4.2456,6321.35,6.315,3.51931,-5248.24,0,9516.66,1.8399,-86167.2,1.73,-3699.78,2.7981,-3.82,15081.38,-9945.42,-8.724,-10.75,False
-4.2096,0,14.194,5.0842,1105.65,5.867,4.688,-5227.2,0,10062.44,4.53,-86192.43,0.73,-3434.82,7.941,-1.8178,16593.18,-9686.82,-6.2112,-12.53,True
-13.497,1,12.494,7.644,1669.41,4.5523,3.9414,-5655.42,0,9845.04,1.2393,-88656.57,1.73,-4234.95,2.0391,-3.702,17269.98,-10968.62,-5.1849,-12.42,True
-13.92,0,12.7418,5.8608,1294.35,5.0887,3.5525,-5114,1,7650.04,0.612,-86103.879,0.73,-3409.02,1.5363,-0.59,20989.98,-11020.02,-7.329,-11.02,True
-11.122,0,14.198,4.4848,3257.35,4.4507,3.8752,-3013.22,1,9902.84,10.407,-86133.78,0.73,-4372.35,5.604,-0.9284,16092.08,-9286.46,-4.3713,,False
-5.059,1,12.24384,5.1454,2165.95,4.4799,4.2335,-5189.8,0,9643.366,5.625,-86097.567,1.73,-5636.55,2.1225,-2.626,16755.98,-10114.42,-14.016,-10.06,False
-20.15,0,12.9798,10.19,1555.52,4.3795,4.0516,-5229,0,9814.02,0.6018,-85910.25,0.73,-3798.09,4.989,-2.944,20287.98,-9804.02,-7.104,,True
-8.195,0,12.5582,5.7482,1918.35,4.4146,3.8116,-6721.02,1,10229.64,4.434,-86116.587,1.73,-5365.05,5.604,-1.2862,16066.7,-9660.82,-4.3545,,True
-13.78,1,12.6664,4.542,221.35,5.641,3.5129,-4103.62,1,9828.82,2.7807,-86060.07,1.73,-3238.65,1.37316,-5.938,17421.98,-11923.82,-5.1186,-10.95,True
-19.23,0,12.456,5.6708,1442.15,4.4204,4.956,-5011.98,1,9912.64,13.536,-85856.25,1.73,-2589.75,3.7134,-2.0772,16325.52,-9565.82,-15.375,,True
-4.0225,0,12.16537,4.6724,1309.55,5.1914,3.8221,-5258.56,1,8680.44,1.6722,-86136.09,0.73,-3542.31,2.3955,-0.45492,16219.02,-10317.62,-5.6874,-10.78,False
-23.72,1,12.383,9.158,1682.55,4.8862,5.196,-4301.42,1,10329.44,1.3296,-83031.87,1.73,-3741.75,5.46,-1.0536,17519.98,-9327.5,-4.6149,-12.99,True
-7.442,0,14.608,5.353,1678.27,4.3808,5.45,-5022.24,1,9231.64,4.746,-85950.21,1.73,-4245.45,1.4556,-0.753,16608.58,-8967.62,-7.539,,False
-4.2792,1,12.34424,4.24258,1073.45,4.6553,3.725,-5307.62,0,10588.24,0.5229,-86102.693,1.73,-3559.62,1.482,-1.0292,20297.98,-13475.82,-5.3883,,True
-5.984,0,12.169588,4.5242,2476.25,5.499,5.181,-8087.22,0,9612.84,4.443,-86082.948,1.73,-3757.02,1.8297,-6.4,16703.58,-10244.82,-4.33752,-11.09,True
-17.49,0,13.717,8.162,1652.87,4.9991,5.259,-4980.78,1,9497.4,0.7587,-85992.03,1.73,-3612.6,2.6859,-2.39,18897.98,-8742.02,-12.858,,False
-9.581,1,12.17076,8.58,1567.99,4.32783,3.6212,-6840.42,0,9605.26,1.0431,-86036.94,0.73,-4789.65,2.2347,-2.237,15944.58,-10503.42,-4.27521,,False
-4.5125,1,12.388,6.0248,1865.15,6.049,4.2704,-4661.62,0,10215.84,6.261,-86041.02,1.73,-3562.32,1.848,-1.5088,16478.38,-8553.82,-5.9688,,True
-8.322,0,12.160005,8.066,1542.41,4.8293,4.2035,-4974.56,1,16994.24,7.221,-85766.07,0.73,-3187.05,2.1846,-0.45666,16279.22,-10199.22,-12.792,,True
-4.7232,0,12.2246,5.0738,2136.75,6.505,4.2473,-4513.42,0,11842.24,4.773,-85806.66,1.73,-3570.06,3.6171,-0.5272,16474.78,-9229.22,-4.9794,-12.94,True
-14.87,1,12.25144,5.7254,1957.95,6.272,3.52632,-2029.22,1,10596.04,1.4469,-86081.379,0.73,-3586.59,2.1642,-0.4335,15745.98,-8804.42,-4.27275,-7.98,False
-20.82,0,12.18576,6.224,1748.85,4.9494,3.48039,-3707.42,0,9440.44,2.7303,-86082.129,1.73,-3608.61,2.0547,-2.46,16711.38,-7818.42,-4.7595,-11.27,True
-5.758,0,12.6262,4.6654,2311.85,5.561,3.6451,-4933.5,1,9985.44,0.876,-85915.95,0.73,-3636.54,3.1932,-1.3212,19711.98,-9380.37,-4.3191,-12.23,True
-3.86691,1,12.165792,4.9494,1622.93,5.0752,3.9064,-4965.44,0,11005.44,4.731,-86115.786,1.73,-3469.68,5.535,-0.6932,16041.78,-9609.22,-7.431,,True
-31.03,0,14.654,8.968,1609.23,4.4588,4.787,-5096.18,0,9514.16,5.658,-86138.16,1.73,-4352.85,5.928,-1.1718,16159.322,-9604.82,-16.845,,False
-14.83,1,13.0806,11.082,1559.15,4.6545,3.6091,-4328.82,0,9499.5,7.911,-85367.07,0.73,-3303.9,12.87,-1.4164,16424.38,-9374.62,-4.8678,-12.4,True
-9.604,0,12.179776,4.5696,1295.75,5.2481,3.6002,-6072.62,1,10724.44,1.8609,-86213.85,0.73,-3537.186,2.0511,-0.9574,15953.18,-11889.82,-4.6824,-10.57,False
-8.385,0,13.0488,4.4318,3145.35,5.427,4.619,-4720.62,0,9630.932,5.388,-86158.53,0.73,-3587.43,4.47,-1.7958,16117.76,-9140.42,-6.6849,,False
-7.707,1,18.072,5.8462,1832.95,5.2371,4.846,-4912.32,1,9608.68,0.7371,-86032.14,1.73,-3634.02,3.8328,-2.0184,19851.98,-9017.02,-8.373,-13.4,False
-10.121,0,13.7684,4.3408,1034.75,6.32,5.164,-5670.42,1,9815.42,7.098,-86296.62,1.73,-3556.71,2.1207,-4.018,16452.18,-11645.82,-5.769,,True
-6.056,1,12.165442,4.4684,2920.35,4.32776,3.7247,-5314.62,1,9693.74,1.7823,-85832.55,1.73,-8446.05,3.4701,-2.944,17018.58,-9667.42,-6.4125,,False
-12.994,0,12.1966,4.3338,1534.14,5.578,4.561,-4408.22,1,11326.64,0.5361,-86137.32,1.73,-3410.61,1.36761,-0.8282,19879.98,-10789.82,-5.2842,-10.55,True
-36.24,0,12.572,7.592,1497.86,4.9196,4.0173,-4966.38,0,9898.84,0.5517,-86179.23,1.73,-3248.31,2.2695,-2.3174,22349.98,-9814.02,-10.128,-12.43,True
-15.5,0,12.17696,4.5488,2674.35,4.9216,3.582,-5352.22,1,9468.6,3.675,-86040.63,1.73,-4049.25,1.4862,-1.6776,15920.18,-12579.82,-7.443,-9.58,False
-11.052,0,12.162124,12.85,1631.38,4.6364,4.2207,-5332.62,0,9653.218,3.492,-85946.97,0.73,-4345.95,6.135,-0.9438,15898.38,-9638.42,-6.9366,,False
-53.62,0,13.6112,5.225,1552.65,4.6206,4.717,-4967.32,0,13192.24,4.68,-85769.37,0.73,-3283.2,6.801,-0.47968,15990.96,-9567.7,-9.033,-11.79,False
-14.41,0,12.9714,10.868,1679.75,4.3723,5.002,-4895.56,0,10012.24,1.4475,-86103.295,0.73,-5732.55,4.734,-1.248,16793.18,-9298.4,-5.8557,,True
-7.808,0,12.363,10.28,1552.93,4.9895,3.8374,-4946.9,1,10350.24,8.871,-86124.783,1.73,-3170.25,5.685,-1.9796,16381.78,-9484.24,-14.031,,True
-14.61,1,13.1184,4.5194,2012.55,5.2587,4.3915,-5135.5,0,10787.84,0.8622,-86152.05,1.73,-3667.95,2.4639,-0.744,18120.78,-10415.02,-12.267,-12.91,False
-9.554,1,18.306,5.2574,2015.45,4.8953,4.517,-5134.52,1,10166.44,2.8809,-86100.695,0.73,-3902.55,9.816,-0.6486,16434.18,-9444.08,-7.704,,False
-13.018,0,12.31164,7.082,1730.45,4.576,5.191,-4188.42,0,9607.06,0.6885,-85429.77,1.73,-3748.41,2.0295,-1.6774,15200.38,-8481.42,-5.1183,,False
-59.43,1,12.24386,7.966,1523.85,4.7561,3.49865,-5673.42,1,9724.5,7.506,-86147.88,1.73,-3433.44,3.5889,-7.502,16199.32,-10175.82,-4.5966,-12.31,True
-12.115,0,12.27772,6.146,1904.95,4.9936,6.037,-5174.98,0,9952.04,1.7247,-86111.481,1.73,-3917.55,2.1552,-1.588,17562.38,-9431.22,-6.1971,-12.03,True
-7.374,0,12.1951,5.3002,1290.25,6.199,3.8961,-5474.22,0,10180.64,5.718,-87224.97,0.73,-3542.88,11.427,-1.7562,16603.98,-9693.82,-7.545,-12.16,True
-28.28,0,12.4126,6.498,1485.91,5.0338,3.9003,-5475.02,1,10124.64,0.6474,-86197.71,0.73,-3536.958,3.4044,-1.944,20341.98,-10385.62,-6.0045,,True
-15.45,0,12.9714,4.8124,2561.45,4.3702,3.53202,-3066.42,1,9409.24,2.2254,-86090.361,1.73,-4964.55,1.39611,-1.5726,16966.98,-1929.82,-4.6557,,False
-18.59,0,14.384,4.4938,3228.35,4.6439,6.276,-4653.82,0,9801.08,1.2186,-86169,1.73,-3912.15,1.34964,-0.9698,16030.8,-6011.82,-5.9103,,False
-29.85,1,13.6018,6.2,1828.25,5.675,3.7199,-5478.62,0,9713.08,7.401,-86185.59,1.73,-3728.04,4.701,-1.7056,16383.78,-9537.68,-5.5113,-10.32,False
-10.409,1,21.12,4.6042,2240.55,5.302,3.7036,-4440.82,1,9892.64,1.1514,-85942.89,0.73,-3510.2487,6.177,-3.098,18166.38,-9321.66,-5.4036,,True
-16.09,1,12.5802,4.5188,2103.45,4.8745,3.8231,-4716.82,0,11124.64,2.6145,-86146.11,1.73,-3562.29,1.28679,-0.6122,16871.58,-9478.68,-5.3031,,True
-10.843,1,12.33898,4.24672,-499.65,4.6366,4.4454,-4689.82,1,12880.24,1.3329,-85947.24,1.73,-2899.95,2.6268,-0.5646,16250.64,-9993.42,-6.231,-11.53,True
-26.06,0,13.9744,4.568,2837.35,4.6944,3.47961,-8663.22,1,9639.7418,1.9443,-86100.277,1.73,-4384.05,4.95,-3.34,17459.78,-9527.92,-4.29471,,False
-6.952,0,12.2946,11.522,1641.13,4.7026,4.713,-5638.42,1,11886.24,2.6268,-86037.15,1.73,-3982.95,1.34106,-0.6036,16849.98,-12061.82,-4.4694,-9.88,True
-13.95,0,12.5912,5.663,1594.59,6.483,6.245,-10217.22,1,11516.44,1.0515,-86142.03,0.73,-3579.45,1.38564,-0.8334,18143.58,-18871.82,-4.2897,-11.24,True
-23.33,1,12.181,5.4698,1863.15,4.7141,3.9603,-5263.82,0,9660.08,0.849,-85758.27,0.73,-4171.05,3.8868,-6.81,15823.78,-9927.22,-8.685,-10.02,False
-9.882,1,12.9064,6.988,1392.55,4.6888,3.8713,-4995.7,1,11320.04,3.285,-86147.82,0.73,-2881.05,3.0558,-0.6104,17334.78,-9629.62,-13.914,,True
-21.13,1,12.9138,4.27498,3354.35,6.25,4.3122,-4752.82,1,9796.04,6.234,-85689.27,1.73,-3515.775,6.342,-1.7446,16104.48,-9362.38,-6.5385,-11.94,True
-20.69,1,14.0572,5.3014,1479.18,6.156,4.0651,-6210.22,0,9364.84,1.4016,-86279.13,1.73,-3604.89,4.866,-0.8512,17838.78,-9872.42,-5.1606,-11.78,False
-16.32,1,12.5496,4.29638,613.45,4.371,3.7655,-5235.96,0,9565.24,5.583,-86035.47,1.73,-4592.25,1.4805,-1.14,15931.78,-15755.82,-9.909,-10.58,False
-6.336,0,12.21716,5.039,1413.35,5.94,5.116,-5410.82,1,10036.64,8.097,-86120.223,1.73,-3551.64,6.753,-1.9384,16082.38,-9901.42,-6.9579,,True
-36.17,1,14.694,4.5198,2659.35,7.396,4.1036,-4949.68,1,9547.76,1.7655,-86124.345,1.73,-3544.05,2.8029,-1.155,15894.98,-9101.62,-9.633,-10.14,False
-3.87212,1,12.1878,6.262,1369.55,4.8507,4.1812,-3793.62,0,10883.84,0.735,-86021.13,0.73,-3012.45,1.8132,-1.0624,20207.98,-10579.82,-4.6779,,True
-28.31,1,15.482,5.992,1396.55,4.8438,4.958,-4549.22,1,7418.24,0.483,-86111.874,1.73,-3301.95,4.743,-0.47178,10647.98,-9654.82,-4.623,,False
-4.71,1,12.25564,6.8,1718.25,4.9827,4.616,-3601.22,1,9889.04,3.531,-85849.77,1.73,-3521.139,2.6424,-2.606,15932.78,-9343.26,-4.6683,,True
-15.53,0,12.23694,5.121,1960.35,4.35995,4.774,-5178.76,0,9673.36,1.8588,-86106.417,1.73,-6823.05,2.0895,-3.042,16060.46,-10856.02,-12.072,-9.45,False
-10.396,0,12.26782,4.6114,1235.45,4.33156,3.5134,-5221.32,1,9274.64,0.36858,-85901.22,1.73,-4126.65,7.947,-1.6214,26541.98,-9452.72,-5.3175,,False
-8.891,1,14.796,6.0356,1793.85,4.7036,3.7259,-4937.72,0,9830.24,1.9356,-86037.63,0.73,-3756.87,3.4554,-1.914,16870.98,-9260.5,-7.938,-12.58,True
-11.379,0,12.2582,7.394,1547.64,5.2551,3.8593,-5103.12,0,9791.3,0.39306,-86206.83,1.73,-3513.153,5.883,-3.214,14073.98,-9755.22,-10.518,-10.61,False
-8.845,0,12.3832,4.6312,2400.95,5.1305,3.4984,-4865.52,0,9621.136,7.668,-86180.1,0.73,-3594.45,6.285,-4.746,16134.9,-9243.1,-8.523,,False
-19,1,12.7646,4.6218,2340.05,4.7419,4.825,-4879.14,0,9315.04,0.45153,-86078.268,0.73,-3677.34,2.6679,-0.5594,24303.98,-8620.62,-8.526,,True
-16.25,1,12.8612,5.0522,2328.25,4.6946,4.3972,-4507.82,0,10171.44,1.5513,-85742.07,0.73,-3875.55,1.7418,-1.7516,17691.78,-8215.22,-5.3397,,True
-12.313,1,12.3788,9.708,1584.763,4.4652,4.933,-5343.42,0,11489.64,3.576,-86011.29,0.73,-3691.17,3.1119,-0.962,16481.78,-10419.42,-5.5806,-12.37,True
-42.21,1,12.3968,6.668,1602.31,4.456,5.552,-5819.62,0,10438.44,6.66,-86160.48,0.73,-4106.55,2.7777,-0.4372,16404.98,-9923.62,-4.5747,-11.22,True
-14.05,0,17.578,5.578,1554.13,4.36152,5.284,-5081.96,0,9642.364,0.7437,-86131.26,1.73,-4149.75,2.9847,-4.88,19233.98,-9776.42,-14.241,,True
-12.292,0,12.23418,5.463,1880.25,5.2376,3.8925,-4939.04,1,9877.84,4.968,-86071.278,0.73,-3537.396,4.575,-2.53,15944.98,-9383.516,-11.166,-11.03,False
-9.304,0,12.9868,4.6168,2864.35,4.6097,4.943,-5143.98,0,9832.82,0.8913,-86112.465,1.73,-4385.55,1.7772,-3.234,19079.98,-10016.62,-8.844,-11.47,True
-5.376,1,12.479,7.374,1468.15,5.877,3.586,-5710.82,0,9529.94,2.4522,-86138.82,0.73,-3562.26,5.58,-1.0568,15789.58,-10041.22,-6.135,,False
-23.69,1,18.782,4.3256,3347.35,5.847,4.2169,-6005.02,1,10081.04,1.2393,-86215.62,1.73,-3672.36,4.0089,-1.2912,18195.98,-9774.02,-4.8945,,True
-9.357,1,12.21106,8.684,1665.18,5.505,4.1258,-5190.56,0,9842.04,5.832,-86314.08,0.73,-3685.29,1.5801,-2.844,16097.14,-12309.82,-8.169,-9.63,False
-9.073,1,12.692,4.8738,1619.63,4.5631,3.5784,-4968.02,0,11814.24,2.2989,-86079.156,0.73,-3136.95,8.115,-0.71,16640.38,-9456.94,-12.495,-11.84,True
-10.476,1,12.21052,5.6224,1561.12,6.252,4.516,-5702.02,1,9594.86,8.418,-86095.164,1.73,-3578.88,2.7903,-0.8504,16155.31,-10433.82,-5.3712,-11.35,False
-27.73,0,12.546,12.366,1587.048,4.4398,4.965,-4966.7,0,9905.44,0.33624,-86002.41,1.73,-3405.87,2.4711,-2.58,12735.98,-10140.02,-6.9666,,False
-8.352,0,12.5476,6.204,1820.35,4.6609,3.7792,-5704.62,0,9529.46,0.6246,-86187.6,0.73,-4349.25,1.839,-0.96,20615.98,-9908.22,-5.1423,-10.41,True
-6.193,1,12.27704,5.8866,1534.21,4.5554,4.1226,-5229.86,1,9618.346,12.426,-86066.94,1.73,-3805.68,2.2416,-2.5,16310.26,-10303.82,-7.0485,,False
-12.154,0,12.27198,4.8776,1231.25,4.842,4.658,-1799.22,1,10603.24,0.7587,-86105.895,0.73,-3137.55,6,-1.0344,16312.28,-9572.56,-4.28706,,True
-13.544,1,15.216,4.8846,1526.87,5.526,4.0916,-5445.42,1,11447.64,1.9617,-86026.98,1.73,-3650.31,3.5937,-0.7966,17382.18,-10531.02,-7.935,,True
-6.936,1,13.1626,4.7114,2213.15,6.187,3.47311,-4695.62,0,9777.4,3.834,-86109.567,1.73,-3526.899,3.8271,-2.504,15800.78,-9357.62,-6.2829,-12.03,True
-34.8,1,12.161253,5.1824,2025.55,4.3803,3.9574,-5593.22,1,9726.1,8.097,-86165.67,1.73,-6001.95,5.496,-0.909,16331.92,-9491.02,-4.9248,,False
-5.879,0,13.7032,4.5764,878.65,4.4467,4.74,-4885.84,0,9532.1,2.4714,-86483.97,0.73,-2754.15,1.27902,-1.6352,15792.38,-14083.82,-6.3282,-10.54,False
-7.875,1,12.32876,4.658,1310.45,5.0236,4.3636,-5243.98,0,9548.02,3.252,-86091.603,1.73,-3529.911,3.5451,-2.026,16270.94,-9786.62,-5.0463,-10.76,False
-40.19,0,12.160009,5.4398,1782.85,4.6666,3.7299,-3190.62,1,9602.24,1.464,-86158.92,1.73,-3524.817,5.547,-7.602,15961.18,-9180.82,-4.6074,-10.25,False
-28.38,0,12.4564,6.75,1792.75,5.681,3.9933,-5024.3,0,10296.64,1.5723,-85861.56,1.73,-3654.06,2.6295,-0.6052,16866.58,-9210.8,-9.981,-13.16,True
-10.164,1,12.2978,6.706,1714.75,4.8341,4.729,-5615.62,1,9966.44,1.2723,-86089.206,1.73,-3948.15,2.6529,-2.0918,17750.58,-10285.42,-5.5497,-13.78,True
-8.077,0,12.25092,5.1586,1651.63,7.338,3.6603,-6236.82,1,14260.24,1.851,-86095.152,1.73,-3539.13,4.518,-0.47554,15430.58,-10061.62,-4.5792,-11.28,True
-19.04,0,12.8058,7.406,1582.839,4.5884,3.5787,-4772.02,1,8792.84,3.114,-86564.37,0.73,-3129.15,3.3168,-0.5686,16867.58,-8765.82,-8.712,,True
-10.113,0,12.16863,7.46,1500.73,6.592,3.52176,-4662.42,1,9577.3,1.9665,-86147.97,1.73,-3480.966,3.1983,-4.63,15555.58,-9873.62,-4.27641,-10.52,False
-16.07,0,12.24438,4.5884,1251.45,4.8242,3.8539,-6800.22,1,9626.878,4.821,-85763.37,1.73,-3616.59,1.30623,-6.498,16115.38,-17561.82,-4.3875,,False
-4.7749,1,14.978,10.568,1655.01,4.7366,4.3994,-4312.62,0,10090.04,1.8054,-85887.39,1.73,-3845.85,3.5664,-1.0358,16903.58,-9301.98,-4.4757,-11.69,True
-3.9307,0,12.3052,6.446,1787.55,4.3326,5.159,-3593.42,1,9397.64,1.6488,-86098.158,0.73,-5439.75,3.84,-2.0384,16872.58,-8842.22,-4.6662,-13.12,True
-15.74,0,12.382,7.296,1687.15,4.35909,5.126,-5331.42,1,9380.64,1.6911,-86104.401,0.73,-6285.15,2.4519,-0.976,17146.58,-9682.22,-5.9118,,True
-18.5,0,12.1816,4.30882,2712.35,5.306,4.1196,-5405.82,1,9412.84,4.377,-85490.67,1.73,-3763.65,8.028,-1.0908,16708.38,-9529.72,-6.8268,-10.99,False
-18.24,0,16.27,6.774,1488.7,4.6394,4.2599,-2961.22,1,9949.64,4.968,-85821.27,0.73,-2938.65,6.258,-3.518,16338.14,-9595.16,-4.389,,True
-11.51,0,12.26026,4.7354,1147.95,4.8443,4.3881,-5318.02,1,9843.64,5.571,-86356.56,0.73,-3599.37,2.4504,-2.648,16085.08,-11535.82,-8.28,-10.98,False
-9.534,1,12.27362,6.35,1600.56,4.4124,3.5916,-6268.22,0,10130.04,2.5884,-86128.509,1.73,-4553.25,3.0696,-1.958,16864.78,-10528.82,-4.902,,True
-4.095,0,12.26456,6.536,1776.45,4.4786,5.124,-4997.68,0,10134.44,2.5731,-86035.86,0.73,-4024.95,2.1033,-2.092,16287.16,-9840.22,-9.801,-11.84,False
-24.97,1,16.438,4.3316,307.35,7.076,4.0341,1892.78,1,9869.04,5.577,-86387.31,1.73,-3424.83,3.5313,-0.9912,16110,-9412.128,-4.21545,-10.19,False
-7.368,1,12.31416,6.596,1818.25,4.6085,4.4203,-4856.62,0,9705.72,3.525,-87592.77,0.73,-4093.05,1.6479,-2.1898,15921.38,-9167.22,-5.6052,-10.17,False
-30.24,1,14.628,8.35,1683.75,5.1261,3.8257,-5062.67,1,9627.03,1.4529,-86167.71,1.73,-3737.94,5.544,-2.61,15355.58,-9478.78,-8.091,-10.64,False
-16.07,1,12.3341,4.445,2895.35,4.9414,3.50465,-4948.06,1,9541.12,2.2413,-86235.63,0.73,-3655.68,7.41,-1.2866,16045.96,-9293.8,-10.467,-9.25,False
-6.236,0,13.648,6.668,1506.19,4.9563,4.2432,-5248.32,0,11282.44,5.571,-86116.671,0.73,-3591.51,9.663,-0.51472,16023.94,-9680.82,-8.538,-12.08,False
-25.01,0,13.1584,5.4064,2154.85,5.2617,3.8155,-5039.18,1,13996.24,0.6543,-86080.038,0.73,-3765.63,2.0811,-0.44312,20941.98,-8900.22,-14.409,,True
-7.45,0,15.706,6.33,1510.1,4.5759,4.3619,-4589.82,0,9534.28,3.1797,-86138.55,0.73,-3377.85,2.7891,-2.632,15788.98,-9844.02,-4.4814,,False
-13.764,0,13.0114,7.396,1636.46,4.3841,5.108,-5695.42,0,10534.04,4.488,-86094.663,1.73,-4779.45,1.6497,-1.2164,16157.388,-13085.82,-5.1168,-10.97,False
-7.466,1,17.182,6.089,1471.65,7.024,3.6422,-5158.24,1,9791.24,2.8218,-86201.7,1.73,-3508.9428,1.968,-4.358,16832.98,-11567.82,-9.798,-13.01,True
-3.782328,0,12.18444,5.2756,1775.25,6.092,4.5,-3418.62,0,9577.26,2.0631,-85958.76,1.73,-3528.543,4.0296,-3.782,17263.18,-9044.42,-4.5108,,True
-9.115,1,12.35192,5.706,1530.47,5.522,3.779,-4826.02,0,10889.64,5.172,-86097.348,1.73,-3420.78,3.123,-0.7952,16494.98,-9573.02,-6.72,,True
-20.35,1,13.747,5.379,1389.85,4.6595,6.225,-4853.22,1,9472.46,1.2153,-86105.529,1.73,-2987.85,4.419,-1.6062,18367.98,-9089.82,-10.2,,False
-33.94,1,12.446,5.6886,1766.65,4.6197,3.4808,-4453.82,1,12630.24,4.455,-86103.13,0.73,-3582.69,2.4273,-0.51918,16591.18,-9239.14,-5.1066,-11.78,True
-10.038,0,12.26822,9.662,1537.4,5.424,4.3078,-4200.02,1,10765.44,3.984,-86090.739,0.73,-3283.29,3.741,-0.9936,15857.38,-9670.02,-5.382,,False
-8.629,0,12.31968,4.6496,1105.75,4.3957,3.7056,-4960.8,1,9589.94,1.998,-86179.41,1.73,-3017.25,2.9055,-1.1992,17410.38,-9645.02,-5.2338,,False
-3.9537,1,15.57,4.5708,2363.55,4.4102,4.4481,-3662.62,0,10743.84,3.255,-86537.67,0.73,-3868.65,2.3742,-0.7116,16078.42,-9413.222,-4.497,,False
-5.074,0,12.33046,8.024,1514,6.094,3.8325,-7315.22,0,9684.12,1.2927,-86086.482,1.73,-3620.31,2.3109,-2.564,14362.78,-12655.82,-4.9614,,False
-38.04,1,12.176394,4.3542,1867.05,7.241,3.8236,-6177.82,1,9910.04,1.9824,-86138.7,1.73,-3541.44,1.6911,-0.7464,17012.18,-10737.22,-4.32009,-9.92,False
-8.908,1,13.1494,5.2906,1905.05,4.4396,3.53558,-3958.22,1,9770.22,7.281,-86197.59,0.73,-4044.75,3.5163,-2.884,16112.98,-9450.08,-4.4529,-11.25,True
-8.858,0,12.5994,4.9728,1572.642,5.0795,3.605,-5071.042,0,9537.94,0.6318,-85926,1.73,-3582.09,7.281,-2.25,21375.98,-9419.758,-7.323,,True
